state_newspaper,newspaper,newspaper_id,year,state_election,prop_type,prop_num,prop_desc,endorsed,notes_endorse,extraction_confidence,source_folder
FL,Miami Herald,108051,2018,FL,AMENDMENT,3,Voter control of gambling in Florida,1,,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,AMENDMENT,4,Felon voting rights restoration,1,,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,AMENDMENT,5,"Super-majority vote required to impose, authorize or raise state taxes or fees",0,Missing from original extraction,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,AMENDMENT,6,Rights of crime victims; judges,0,Missing from original extraction,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,AMENDMENT,7,First responder and military member survivor benefits; public colleges and universities,0,,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,AMENDMENT,9,Prohibits offshore oil and gas drilling; prohibits vaping in enclosed indoor workplaces,1,,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CHARTER AMENDMENT,CA-350,Non-partisan election of Clerk of the Circuit Court,1,Miami-Dade County Referendum 1,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CHARTER AMENDMENT,CA-352,County appointed officials and employees running for certain elective office,1,Miami-Dade County Referendum 2,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CHARTER AMENDMENT,CA-354,Review of initiatory petitions for legal sufficiency,1,Miami-Dade County Referendum 3,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CHARTER AMENDMENT,CA-356,Elections for county commission and mayor,1,Miami-Dade County Referendum 4,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CHARTER AMENDMENT,CA-358,Prohibiting certain payments to circulators of initiatory petitions,1,Miami-Dade County Referendum 5,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-378,Charter amendment for lease and development of soccer stadium and commercial complex at Melreese Golf Course,1,Miami Ballot Referendum 1,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-380,"Lease of city-owned riverfront land at 444 SW Second Ave., Miami",1,Miami Ballot Referendum 2,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-383,Change to strong mayor-commission form of government,0,Miami Ballot Referendum 3,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-4,Establish a city of Miami Beach inspector general,1,Miami Beach Question 1,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-5,"Use of rent payments from Convention Center hotel lease for stormwater, traffic reduction, education",1,Miami Beach Question 2,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-6,Approval of city lease of property for convention center hotel,1,Miami Beach Question 3,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-7,$169 million obligation bond for parks and recreational facilities,1,Miami Beach Question 4,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-8,$198 million general obligation bond for neighborhoods and infrastructure,1,Miami Beach Question 5,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,CITY QUESTION,CIQ-9,"$72 million general obligation bond for police, fire, public safety and security",1,Miami Beach Question 6,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,COUNTY QUESTION,CQ-360,New municipality in Northeast Miami-Dade,1,Miami-Dade County Referendum 6,0.95,Miami Herald
FL,Miami Herald,108051,2018,FL,COUNTY QUESTION,CQ-362,"School Board Referendum: Ad Valorem levy for teachers, instructional personnel, school safety and security",1,School Board Referendum,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,1,Citizenship requirement to vote in Florida elections,0,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,2,Raise Florida's minimum wage,1,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,3,"All voters vote in primary elections for state Legislature, governor, and Cabinet",1,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,4,Vote twice to approve constitutional amendments,0,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,5,Limitations on homestead property tax assessments; increased portability period to transfer accrued benefit,1,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,AMENDMENT,6,"Ad valorem tax discount for spouses of certain deceased veterans who had permanent, combat-related disabilities",1,,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,CHARTER AMENDMENT,CA-1,Home rule charter amendment establishing independent inspector general,1,Miami-Dade Referendum 1,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,CHARTER AMENDMENT,CA-2,Charter amendment regarding elections to fill mayor or commission vacancies during primary and general elections,1,Miami-Dade Referendum 2,0.95,Miami Herald
FL,Miami Herald,108051,2020,FL,CHARTER AMENDMENT,CA-3,"Nonpartisan election of county sheriff, property appraiser, tax collector and supervisor of elections",0,Miami-Dade Referendum 3,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,AMENDMENT,1,Florida Constitutional Amendment 1,0,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,AMENDMENT,2,Florida Constitutional Amendment 2,0,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,AMENDMENT,3,Florida Constitutional Amendment 3,0,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,CITY QUESTION,CIQ-1,Miami Referendum - Lease extension to redevelop Hyatt Hotel and Knight Center property,0,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,CITY QUESTION,CIQ-2,Miami Beach Referendums - all eight questions,1,Herald recommends Yes on all eight Miami Beach questions,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,COUNTY QUESTION,CQ-1,Miami-Dade County School Board Referendum (school-tax question),1,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,COUNTY QUESTION,CQ-2,Miami-Dade County Referendum 1,1,,0.95,Miami Herald
FL,Miami Herald,108051,2022,FL,COUNTY QUESTION,CQ-3,Miami-Dade County Referendum 2,1,,0.95,Miami Herald
FL,Miami News,108052,1946,FL,AMENDMENT,1,CONSOLIDATION OF COUNTY OFFICES IN ORANGE AND BAY COUNTIES,1,LOCAL AMENDMENT; SHOULD BE APPROVED IN INTEREST OF EFFICIENT GOVERNMENT,0.8,Miami News
FL,Miami News,108052,1946,FL,AMENDMENT,2,TAX ASSESSMENT AND COLLECTION CONSOLIDATION IN HILLSBOROUGH COUNTY,1,LOCAL AMENDMENT; SHOULD BE APPROVED,0.8,Miami News
FL,Miami News,108052,1946,FL,AMENDMENT,3,CONSOLIDATION OF COUNTY OFFICES IN ORANGE AND BAY COUNTIES,1,LOCAL AMENDMENT; SHOULD BE APPROVED,0.8,Miami News
FL,Miami News,108052,1946,FL,AMENDMENT,4,PUTTING BUDGET DIRECTOR UNDER CONTROL OF STATE LEGISLATURE,0,STATEWIDE APPLICATION; EXPLICITLY OPPOSED,0.85,Miami News
FL,Miami News,108052,1946,FL,AMENDMENT,5,BANNING CONTINUING APPROPRIATIONS,1,STATEWIDE APPLICATION,0.85,Miami News
FL,Miami News,108052,1946,FL,AMENDMENT,6,MAKE JUDGE OF COURT OF RECORDS AND COUNTY SOLICITOR OF ESCAMBIA COUNTY ELECTED,1,SHOULD BE APPROVED TO RESTORE FUNDAMENTAL RIGHT OF ESCAMBIANS,0.8,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,1,REQUIRE GASOLINE TAXES TO BE USED FOR HIGHWAYS OR AIRPORTS,1,,0.85,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,15,LOCAL GOVERNANCE AMENDMENT,1,LOCAL AMENDMENT,0.75,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,2,INCREASE BONDS FOR CONSTRUCTION OF SCHOOLS,0,WOULD PLACE SEVERE LIMITATIONS ON SCHOOL SYSTEM; SHOULD BE VOTED DOWN,0.85,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,20,ELECTION OF JUDGE IN ESCAMBIA COUNTY,1,LOCAL AMENDMENT,0.75,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,3,ESTABLISH TWO NEW SENATORIAL DISTRICTS,0,SHOULD BE DEFEATED; WOULD NOT ADD TO PROPORTIONATE REPRESENTATION,0.85,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,4,INCREASE PAY OF STATE LEGISLATORS,1,SHOULD APPROVE IN JUSTICE TO REPRESENTATIVES,0.75,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,5,CONSTITUTIONAL REVISION METHOD,1,NEWS RECOMMENDS APPROVAL,0.85,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,6,ALLOW JUSTICES AND JUDGES TO RETIRE ON SALARY,1,NEWS SUPPORTS APPROVAL,0.85,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,7,LOCAL GOVERNANCE AMENDMENT,1,LOCAL AMENDMENT; SHOULD BE APPROVED,0.75,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,8,LOCAL GOVERNANCE AMENDMENT,1,LOCAL AMENDMENT,0.75,Miami News
FL,Miami News,108052,1948,FL,AMENDMENT,9,LOCAL GOVERNANCE AMENDMENT,1,LOCAL AMENDMENT,0.75,Miami News
FL,Miami News,108052,1948,FL,BOND,B-1,"DADE COUNTY BOND: $2,500,000 FOR JACKSON MEMORIAL HOSPITAL ENLARGEMENT",1,MOST IMPORTANT OF THE BOND PROPOSALS,0.85,Miami News
FL,Miami News,108052,1948,FL,BOND,B-2,"DADE COUNTY BOND: $2,000,000 FOR NEW COUNTY JAIL AND COURTHOUSE",1,,0.85,Miami News
FL,Miami News,108052,1948,FL,BOND,B-3,"DADE COUNTY BOND: $750,000 FOR AUDITORIUM",1,,0.85,Miami News
FL,Miami News,108052,1948,FL,BOND,B-4,"DADE COUNTY BOND: $1,250,000 FOR BRIDGES AND ROAD IMPROVEMENTS",1,,0.85,Miami News
FL,Miami News,108052,1948,FL,BOND,B-5,"DADE COUNTY BOND: $1,000,000 FOR PARK IMPROVEMENTS (CRANDON, HOMESTEAD BAYFRONT, HAULOVER BEACH)",1,NEWS RECOMMENDS ALL BONDS BE APPROVED BY ALL FREEHOLDERS,0.85,Miami News
FL,Miami News,108052,1950,FL,AMENDMENT,1,STATE CONSTITUTIONAL AMENDMENT 1,1,,0.9,Miami News
FL,Miami News,108052,1950,FL,AMENDMENT,2,STATE CONSTITUTIONAL AMENDMENT 2,0,DISAPPROVED,0.9,Miami News
FL,Miami News,108052,1950,FL,AMENDMENT,3,STATE CONSTITUTIONAL AMENDMENT 3,1,,0.9,Miami News
FL,Miami News,108052,1950,FL,AMENDMENT,4,STATE CONSTITUTIONAL AMENDMENT 4,0,DISAPPROVED,0.9,Miami News
FL,Miami News,108052,1950,FL,AMENDMENT,5,STATE CONSTITUTIONAL AMENDMENT 5,1,,0.9,Miami News
FL,Miami News,108052,1950,FL,BOND,,"DADE COUNTY BOND: $6,000,000 FOR JACKSON MEMORIAL HOSPITAL EXPANSION",1,BADLY NEEDED EXPANSION,0.9,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,1,REMOVE LEGISLATIVE CONTROL OF STATE REVENUE FOR 60 YEARS,0,OPPOSED,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,13,REPLACE FEE SYSTEM OF ESCAMBIA COUNTY OFFICERS WITH SALARY SYSTEM,1,GOOD IDEA FOR DADE COUNTY TOO,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,14,PROVIDE A CIRCUIT COURT FOR ESCAMBIA COUNTY,1,,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,2,JUDICIARY REFORM - STREAMLINE THE JUDICIARY,0,OPPOSED; REFORM NEEDED BUT THIS AMENDMENT IS A SORRY SUBSTITUTE,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,3,HOME RULE CHARTER FOR DADE COUNTY,1,SHOULD ATTRACT ENTHUSIASTIC SUPPORT OF EVERY CITIZEN AND TAXPAYER,0.9,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,4,ADDITIONAL CIRCUIT JUDGE FOR LEON COUNTY,1,,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,5,ADDITIONAL SENATORIAL DISTRICT FOR BAY AND WASHINGTON COUNTIES,0,PURELY POLITICAL LOGROLLING,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,6,CORRECT INEQUITABLE REAPPORTIONMENT; ADDITIONAL SENATORIAL DISTRICT FOR DADE COUNTY,1,DADE COUNTY SHOULD STAND FORTHRIGHTLY FOR THE REPRESENTATION IT DESERVES,0.9,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,7,CONSOLIDATION OF TAX ASSESSMENTS IN MONROE COUNTY,1,PROGRESSIVE STEP BADLY NEEDED,0.85,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,8,CONSOLIDATION OF STATE ATTORNEY AND COUNTY SOLICITOR OF DADE COUNTY,1,LONG-OVERDUE CONSOLIDATION,0.9,Miami News
FL,Miami News,108052,1952,FL,AMENDMENT,9,PROVISIONS FOR PRISONERS IN LEE COUNTY,1,,0.8,Miami News
FL,Miami News,108052,1954,FL,AMENDMENT,2,PROHIBIT USE OF STATE FUNDS FOR TOLL ROAD PROJECT AFFECTING MORE THAN THREE COUNTIES,0,OPPOSED; DIRECTED AT PREVENTING CONSTRUCTION OF FULL-LENGTH TOLL HIGHWAY; MIGHT BLOCK FLORIDA TURNPIKE AUTHORIZATION,0.9,Miami News
FL,Miami News,108052,1954,FL,AMENDMENT,,ALL PROPOSED CONSTITUTIONAL AMENDMENTS EXCEPT AMENDMENT 2,1,NECESSARY AND PROPER UNTIL WHOLE FLORIDA CONSTITUTION CAN BE MODERNIZED,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,1,STATE CONSTITUTIONAL AMENDMENT 1,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,10,AUTHORIZING LEGISLATURE TO PROVIDE CIVIL SERVICE AND SALARY SYSTEM,1,REQUIRES SEPARATE SENATE VOTE,0.85,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,11,STATE CONSTITUTIONAL AMENDMENT 11,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,2,STATE CONSTITUTIONAL AMENDMENT 2,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,3,STATE CONSTITUTIONAL AMENDMENT 3,0,DEFEAT RECOMMENDED,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,4,PRESENT APPORTIONMENT OF SENATORS,1,,0.85,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,5,ABOLISHING OFFICE OF STATE SUPERINTENDENT,1,,0.85,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,6,STATE CONSTITUTIONAL AMENDMENT 6,0,DEFEAT RECOMMENDED,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,7,STATE CONSTITUTIONAL AMENDMENT 7,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,8,STATE CONSTITUTIONAL AMENDMENT 8,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,AMENDMENT,9,STATE CONSTITUTIONAL AMENDMENT 9,1,,0.9,Miami News
FL,Miami News,108052,1956,FL,BOND,,"$2,600,000 BOND FOR HOSPITAL CONSTRUCTION",1,HOSPITAL IS NEEDED,0.9,Miami News
FL,Miami News,108052,1962,FL,AMENDMENT,1,REAPPORTIONMENT OF STATE LEGISLATURE (136 REPRESENTATIVES AND 58 SENATORS),0,STRONGLY URGES NO VOTE; MOST IMPORTANT ISSUE ON BALLOT,0.95,Miami News
FL,Miami News,108052,1962,FL,AMENDMENT,3,GIVE SPEAKER OF HOUSE POWER TO APPOINT COMMISSION TO INVESTIGATE IMPEACHMENT GROUNDS,0,COULD BE USED AS A CLUB OVER OFFICIALS,0.85,Miami News
FL,Miami News,108052,1962,FL,AMENDMENT,6,ALLOW LEGISLATURE TO DETERMINE NUMBER OF JUDGES AFTER 1970 CENSUS,1,WOULD ADDRESS WHETHER DADE COUNTY NEEDS MORE JUDGES,0.85,Miami News
FL,Miami News,108052,1962,FL,CHARTER AMENDMENT,,TWO DADE COUNTY CHARTER AMENDMENTS FOR URBAN RENEWAL AUTHORITY,1,WOULD GIVE CITY PROPER AUTHORITY FOR URBAN RENEWAL PROGRAMS,0.8,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,1,STATE AMENDMENT 1,0,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,10,STATE AMENDMENT 10,0,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,11,STATE AMENDMENT 11,0,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,12,STATE AMENDMENT 12,0,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,13,STATE AMENDMENT 13,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,2,STATE AMENDMENT 2,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,3,STATE AMENDMENT 3,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,4,STATE AMENDMENT 4,0,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,5,STATE AMENDMENT 5,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,6,STATE AMENDMENT 6,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,7,STATE AMENDMENT 7,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,8,STATE AMENDMENT 8,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,AMENDMENT,9,STATE AMENDMENT 9,1,,0.95,Miami News
FL,Miami News,108052,1964,FL,BOND,,JACKSON HOSPITAL BOND ISSUE,1,URGE YOU TO VOTE FOR,0.95,Miami News
FL,Miami News,108052,1966,FL,CHARTER AMENDMENT,,METRO CHARTER - APPOINTIVE SHERIFF,1,FOR APPOINTIVE SHERIFF,0.95,Miami News
FL,Miami News,108052,1968,FL,AMENDMENT,,REVISION OF FLORIDA CONSTITUTION,1,CONSTITUTIONAL REVISION ON 1968 BALLOT,0.85,Miami News
FL,Miami News,108052,1968,FL,Constitutional Revision,1,Florida Constitutional Revision Article 1,1,FOR (Revision of Constitution),0.9,Miami News
FL,Miami News,108052,1968,FL,Constitutional Revision,2,Florida Constitutional Revision Article 2,1,FOR,0.9,Miami News
FL,Miami News,108052,1968,FL,Constitutional Revision,3,Florida Constitutional Revision Article 3,1,FOR,0.9,Miami News
FL,Miami News,108052,1968,FL,Metro Charter Amendment,,Consolidation of fire departments in Dade County,1,FOR,0.88,Miami News
FL,Miami News,108052,1968,FL,Miami Beach Amendment,,Educational amendment,1,FOR (paper recommends),0.85,Miami News
FL,Miami News,108052,1968,FL,Miami Beach Bond Issue,,Allow city to purchase property,1,FOR,0.85,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,1,CONSTITUTIONAL AMENDMENT NO. 1,1,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,2,CONSTITUTIONAL AMENDMENT NO. 2,0,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,3,CONSTITUTIONAL AMENDMENT NO. 3,1,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,4,CONSTITUTIONAL AMENDMENT NO. 4,1,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,5,CONSTITUTIONAL AMENDMENT NO. 5,1,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,6,CONSTITUTIONAL AMENDMENT NO. 6,0,,0.95,Miami News
FL,Miami News,108052,1970,FL,AMENDMENT,7,CONSTITUTIONAL AMENDMENT NO. 7,1,,0.95,Miami News
FL,Miami News,108052,1972,FL,AMENDMENT,2,NO. 2 CONSTITUTIONAL AMENDMENT,1,DISCUSSED IN DADE QUESTIONS SECTION,0.7,Miami News
FL,Miami News,108052,1972,FL,AMENDMENT,3,NO. 3 CONSTITUTIONAL AMENDMENT,1,DISCUSSED IN RIGHT COLUMN,0.7,Miami News
FL,Miami News,108052,1972,FL,AMENDMENT,5,NO. 5 CONSTITUTIONAL AMENDMENT,1,DISCUSSED IN RIGHT COLUMN,0.7,Miami News
FL,Miami News,108052,1974,FL,AMENDMENT,,STATE CONSTITUTIONAL AMENDMENTS AT TOP OF BALLOT,1,FOR ALL STATE CONSTITUTIONAL AMENDMENTS,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,1,FINANCIAL DISCLOSURE,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,2,JUDGES MERIT RETENTION,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,3,JUDICIAL DISCIPLINE,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,4,URBAN DEVELOPMENT,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,5,HOUSING BONDS,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,6,STATE EMPLOYEE LIMIT,0,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,7,LEGISLATURE'S POWER,0,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,8,FINANCING PENSIONS,1,,0.95,Miami News
FL,Miami News,108052,1976,FL,AMENDMENT,9,CAPITOL COMMISSION,0,,0.95,Miami News
FL,Miami News,108052,1976,FL,TAX,,ADDITIONAL ONE CENT SALES TAX FOR RAPID TRANSIT SYSTEM,1,COUNTY QUESTION; THE NEWS RECOMMENDS A VOTE FOR THE ADDITIONAL SALES TAX TO SUPPORT RAPID TRANSIT,0.95,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,1,REVISION 1 - ET CHANGES,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,2,REVISION 2 - STATE ERA,1,FOR,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,3,REVISION 3 - SINGLE-MEMBER DISTRICTS,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,4,REVISION 4 - CORPORATE CABINET,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,5,REVISION 5 - APPOINTIVE PSC,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,6,REVISION 6 - MERIT RETENTION OF JUDGES,1,FOR,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,7,REVISION 7 - FINANCE AND TAX CHANGES,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,8,REVISION 8 - APPOINTIVE BOARD OF EDUCATION,1,FOR,0.9,Miami News
FL,Miami News,108052,1978,FL,AMENDMENT,9,CASINO GAMBLING,0,AGAINST,0.95,Miami News
FL,Miami News,108052,1978,FL,TAX,,DADE COUNTY TOURIST HOME TAX,0,AGAINST,0.9,Miami News
FL,Miami News,108052,1980,FL,AMENDMENT,1,PROHIBIT FORCED BUSING FOR RACIAL BALANCE,0,AGAINST,0.85,Miami News
FL,Miami News,108052,1980,FL,AMENDMENT,2,ESTABLISH RIGHT OF PRIVACY,1,FOR,0.9,Miami News
FL,Miami News,108052,1980,FL,AMENDMENT,3,TECHNICAL CHANGE IN FIXING LEGISLATIVE LINES,1,FOR,0.85,Miami News
FL,Miami News,108052,1980,FL,AMENDMENT,4,STATE BONDS FOR WATER FACILITIES,1,FOR,0.85,Miami News
FL,Miami News,108052,1980,FL,AMENDMENT,5,LIMIT USE OF MOTOR FUEL GAS TAX FUNDS,1,FOR,0.75,Miami News
FL,Miami News,108052,1980,FL,COUNTY QUESTION,CQ-1,DADE COUNTY QUESTION NO. 1 - TO REGULATE,1,FOR REGULATION,0.75,Miami News
FL,Miami News,108052,1980,FL,COUNTY QUESTION,CQ-2,DADE COUNTY QUESTION NO. 2 - ANTI-BILINGUAL ORDINANCE,0,AGAINST THE ANTI-BILINGUAL ORDINANCE,0.85,Miami News
FL,Miami News,108052,1982,FL,AMENDMENT,1,BROWARD FIRE-RESCUE TAX,0,,0.8,Miami News
FL,Miami News,108052,1982,FL,AMENDMENT,2,NOTIFY SEARCH AND SEIZURE RULES,0,,0.85,Miami News
FL,Miami News,108052,1982,FL,AMENDMENT,3,TAX BOND REFORM,1,,0.8,Miami News
FL,Miami News,108052,1982,FL,CHARTER AMENDMENT,4,CITY OF MIAMI - EXPAND CITY ATTORNEY'S AUTHORITY,0,,0.85,Miami News
FL,Miami News,108052,1982,FL,CHARTER AMENDMENT,CA-1,CITY OF MIAMI - CHANGE BID PROCEDURES,1,,0.85,Miami News
FL,Miami News,108052,1982,FL,CHARTER AMENDMENT,CA-2,CITY OF MIAMI - DISTRICT ELECTIONS,0,,0.85,Miami News
FL,Miami News,108052,1982,FL,COUNTY QUESTION,,CONSTRUCTION BONDS FOR SALE,1,COUNTYWIDE ISSUE,0.8,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,1,CHANGE AD VALOREM TAX / PROHIBIT FORCED SALE OF PROPERTY,1,,0.8,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,2,REAL AND PERSONAL PROPERTY,1,,0.75,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,3,REDUCE INSURANCE ADMINISTRATION,1,,0.7,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,4,JUDICIAL REDISTRICTING COMMISSIONS,1,,0.7,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,5,OPEN ACCESS TO COURTS / PUBLIC,1,,0.7,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,6,HIGHER QUALIFICATIONS FOR OFFICE,0,,0.75,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,7,ALLOW STATE TO CONSTRUCT ROADS AND PAY FOR SERVICES,1,,0.75,Miami News
FL,Miami News,108052,1984,FL,AMENDMENT,8,VETERANS HOMESTEAD EXEMPTION,1,,0.7,Miami News
FL,Miami News,108052,1984,FL,CITY QUESTION,CIQ-1,MIAMI BEACH - PERMIT REDUCTIONS,1,,0.75,Miami News
FL,Miami News,108052,1984,FL,CITY QUESTION,CIQ-2,MIAMI BEACH - TOURIST TAX AMENDMENT,1,,0.8,Miami News
FL,Miami News,108052,1984,FL,CITY QUESTION,CIQ-3,MIAMI BEACH - CONVENTION CENTER CONSTRUCTION BONDS,1,,0.75,Miami News
FL,Miami News,108052,1984,FL,COUNTY QUESTION,CQ-3,DADE COUNTY QUESTION NO. 3,1,,0.8,Miami News
FL,Miami News,108052,1986,FL,AMENDMENT,1,AGAINST CASINO GAMBLING,1,,0.85,Miami News
FL,Miami News,108052,1986,FL,AMENDMENT,2,STATE CONSTITUTIONAL AMENDMENT NO. 2,1,,0.8,Miami News
FL,Miami News,108052,1986,FL,AMENDMENT,5,SUPREME COURT RULEMAKING,1,,0.75,Miami News
FL,Miami News,108052,1986,FL,COUNTY QUESTION,,CHARTER AMENDMENT - FUNDING OF ARTS,1,,0.75,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,1,APPOINTMENT OF COUNTY COURT JUDGES,1,,0.8,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,10,LIMITATION OF NON-ECONOMIC DAMAGES IN CIVIL ACTIONS,0,,0.75,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,2,STATE CONSTITUTIONAL AMENDMENT NO. 2,1,,0.75,Miami News
FL,Miami News,108052,1988,FL,AMENDMENT,3,ADJUSTMENT OF HIGH WATER SURCHARGE LIMITS,0,,0.75,Miami News
