state_newspaper,newspaper,newspaper_id,year,office,dist,dname,state_election,cand_name,party,endorsed,d_inc,r_inc,o_inc,notes_endorse,extraction_confidence,source_folder,permid,icpsr,bonica_rid,recipient_cfscore,dwnom1,dwnom2,dime_party_code,dime_match_score,dime_match_confidence,bioname_voteview,voteview_match_score,voteview_match_confidence,sler_id,sler_name,sler_vote,sler_outcome,sler_party,sler_match_score,sler_match_confidence,merge_conflict
IN,Evansville Press,113152,1952,DA/PROSECUTOR,,Vanderburgh,IN,"WEVER, PAUL",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1952,GOVERNOR,,,IN,"WATKINS, JOHN A.",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1952,H,8,,IN,"MERRILL, D. BAILEY",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,6429,,,0.274,-0.45,,,,"MERRILL, D. Bailey",100,1,,,,,,,,
IN,Evansville Press,113152,1952,PRESIDENT,,,IN,"EISENHOWER, DWIGHT D.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1952,SENATOR,,,IN,"SCHRICKER, HENRY F.",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1952,TREASURER,,Vanderburgh,IN,"OVIATT, CLYDE",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,AUDITOR,,Vanderburgh,IN,"SAUER, ED",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,CNTY COMM,3,,IN,"ELLSPERMANN, CHARLES J.",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,CNTY COMM,1,,IN,"FERGUSON, ROY E.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,H,8,,IN,"MERRILL, D. BAILEY",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,JUDGE,,Vanderburgh,IN,"RAWLINGS, JOHN D.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,RECORDER,,Vanderburgh,IN,"PADGETT, PAUL",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,SHERIFF,,Vanderburgh,IN,"MCDONALD, FRANK F.",Democrat,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,STATE REP,,,IN,"ACKER, W. J.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,STATE REP,,,IN,"AMOS, RUSSELL",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,STATE REP,,,IN,"MEHRLE JR., ARTHUR J.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,STATE REP,,,IN,"OURSLER, FLOYD F.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1954,STATE SENATOR,,,IN,"INGLE, DONALD B.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,AUDITOR,,,IN,"CAPLIN, ROY T.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,GOVERNOR,,,IN,"HANDLEY, HAROLD W.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,LT GOVERNOR,,,IN,"PARKER, CRAWFORD F.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,PRESIDENT,,,IN,"EISENHOWER, DWIGHT D.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,SEC OF STATE,,,IN,"LEMON, URSCHLA L.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
IN,Evansville Press,113152,1956,SENATOR,,,IN,"CAPEHART, HOMER E.",Republican,1,,,,RE-ENDORSEMENT,0.95,Evansville Press,4549,1489,,,0.37,-0.222,,,,"CAPEHART, Homer Earl",89,1,,,,,,,,
IN,Evansville Press,113152,1958,STATE SENATOR,,,IN,"ROBERTS, KENNETH JR.",Democrat,1,,,,BETTER JOB,0.85,Evansville Press,4549,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,AUDITOR,,,OH,"SAUDARGAS, DAVID",Democrat,1,,,,STATE AUDITOR ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,GOVERNOR,,,OH,"STRICKLAND, TED",Democrat,1,,,,GUBERNATORIAL ENDORSEMENT,0.88,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,PRESIDENT,,,OH,"OBAMA, BARACK",Democrat,1,,,,PRESIDENTIAL ENDORSEMENT,0.9,Akron Beacon Journal,673,99911,cand169967,-1.095,-0.358,-0.197,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,SENATOR,,,OH,"BROWN, SHERROD",Democrat,1,,,,U.S. SENATE ENDORSEMENT,0.9,Akron Beacon Journal,673,29389,cand1327,-0.767,-0.425,-0.097,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,STATE REP,34,,OH,"ANTONIDES, VERNON",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 34 ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,STATE REP,35,,OH,"BOYER, JOHN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 35 ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,STATE REP,44,,OH,"DORING, MARK",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 44 ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,STATE REP,36,,OH,"MCGINTY, PAUL",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 36 ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2008,STATE REP,43,,OH,"WILLIAMS, BETTY",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 43 ENDORSEMENT,0.85,Akron Beacon Journal,673,OH13431634,cand194014,0.675,,,100,73,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,ATTORNEY GENERAL,,,OH,"CORDRAY, RICHARD",Democrat,1,,,,OHIO ATTORNEY GENERAL ENDORSEMENT,0.92,Akron Beacon Journal,673,S8OH00052,cand107234,-0.643,,,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,AUDITOR,,,OH,"PEPPER, DAVID",Democrat,1,,,,OHIO AUDITOR ENDORSEMENT,0.92,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,GOVERNOR,,,OH,"STRICKLAND, TED",Democrat,1,,,,GUBERNATORIAL ENDORSEMENT,0.92,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,H,16,,OH,"BOCCIERI, JOHN",Democrat,1,,,,U.S. HOUSE DISTRICT 16 ENDORSEMENT,0.92,Akron Beacon Journal,673,20943,cand1070,-0.601,-0.185,0.384,100,93,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,H,15,,OH,"KILROY, MARY JO",Democrat,1,,,,U.S. HOUSE DISTRICT 15 ENDORSEMENT,0.92,Akron Beacon Journal,673,20942,cand1069,-0.956,-0.318,-0.115,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,H,17,,OH,"RYAN, TIM",Democrat,1,,,,U.S. HOUSE DISTRICT 17 ENDORSEMENT,0.92,Akron Beacon Journal,673,20343,cand909,-0.744,-0.402,0.208,100,75,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,H,13,,OH,"SUTTON, BETTY",Democrat,1,,,,U.S. HOUSE DISTRICT 13 ENDORSEMENT,0.92,Akron Beacon Journal,673,20740,cand1004,-0.758,-0.44,0.165,100,92,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,SENATOR,,,OH,"FISHER, LEE",Democrat,1,,,,U.S. SENATE ENDORSEMENT,0.92,Akron Beacon Journal,673,S0OH00158,cand104048,-0.496,,,100,78,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,69,,OH,"BUTSCHECIDER, WILLIAM G.",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 69 ENDORSEMENT,0.85,Akron Beacon Journal,673,OH2908453,cand194291,0.772,,,200,84,0.7,,,,180551,"batchelder, william",32406.0,w,modernrepublican,85,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,68,,OH,"CLYDE, KATHLEEN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 68 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH142725,cand94829,-0.854,,,100,100,1,,,,303827,"clyde, kathleen",17309.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,43,,OH,"DYER, STEPHEN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 43 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH8230,cand95425,-0.533,,,100,100,1,,,,278506,"dyer, stephen",20051.0,l,democrat,100,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,45,,OH,"FISHER, CHARLES",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 45 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH413921,cand126816,-0.857,,,100,88,1,,,,303772,"lasher, charles",9532.0,l,modernrepublican,86,1,DIME/SLER party mismatch
OH,Akron Beacon Journal,134150,2010,STATE REP,27,,OH,"LAROSE, FRANK",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 27 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,42,,OH,"MOAN, MIKE",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 42 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH9347,cand95448,-0.575,,,100,95,1,,,,290312,"moran, mike",20166.0,l,democrat,95,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,34,,OH,"MOORE, CARL",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 34 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,29,,OH,"OELSLAGER, SCOTT",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 29 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,51,,OH,"SCHURING, KIRK",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 51 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,179784,"schuring, kirk",32259.0,w,modernrepublican,100,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,28,,OH,"SMITH, ROBERT",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 28 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,52,,OH,"STIZNICK, STEPHEN D.",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 52 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,44,,OH,"SYKES, VERNON",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 44 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH2153,cand95164,-0.387,,,100,100,1,,,,181369,"sykes, vernon",20107.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2010,STATE REP,34,,OH,"WHITMORE, BETH",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 34 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,STATE REP,30,,OH,"WILLIAMS, BRIAN G.",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 30 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH13431634,cand194014,0.675,,,100,97,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,SUPREME COURT,,,OH,"BROWN, ERIC",Democrat,1,,,,OHIO SUPREME COURT CHIEF JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH_c_13172,cand68980621,-0.648,,,328,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,SUPREME COURT,,,OH,"LANZINGER, JUDITH ANN",Democrat,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH16119,cand95019,0.907,,,328,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2010,TREASURER,,,OH,"BOYCE, KEVIN L.",Democrat,1,,,,OHIO TREASURER ENDORSEMENT,0.92,Akron Beacon Journal,673,OH142775,cand94867,-0.545,,,100,96,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,COURT OF APPEALS,9,,OH,"DICKINSON, CLAIR E.",Democrat,1,,,,OHIO 9TH DISTRICT COURT OF APPEALS JUDGE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH134833,cand94705,-0.412,,,328,97,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,COURT OF APPEALS,9,,OH,"SAWYER, THOMAS C.",Democrat,1,,,,OHIO 9TH DISTRICT COURT OF APPEALS JUDGE ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,H,11,,OH,"FUDGE, MARCIA L.",Democrat,1,,,,U.S. HOUSE DISTRICT 11 ENDORSEMENT,0.92,Akron Beacon Journal,673,20941,cand1068,-0.517,-0.581,0.14,100,96,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,H,14,,OH,"JOYCE, DAVID P.",Republican,1,,,,U.S. HOUSE DISTRICT 14 ENDORSEMENT,0.92,Akron Beacon Journal,673,21353,cand121656,0.732,0.251,0.316,200,96,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,H,13,,OH,"RYAN, TIM",Democrat,1,,,,U.S. HOUSE DISTRICT 13 ENDORSEMENT,0.92,Akron Beacon Journal,673,20343,cand909,-0.744,-0.402,0.208,100,75,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,H,16,,OH,"SUTTON, BETTY",Democrat,1,,,,U.S. HOUSE DISTRICT 16 ENDORSEMENT,0.92,Akron Beacon Journal,673,20740,cand1004,-0.758,-0.44,0.165,100,92,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,PRESIDENT,,,OH,"OBAMA, BARACK",Democrat,1,,,,PRESIDENTIAL ENDORSEMENT,0.92,Akron Beacon Journal,673,99911,cand169967,-1.095,-0.358,-0.197,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SENATOR,,,OH,"BROWN, SHERROD",Democrat,1,,,,U.S. SENATE ENDORSEMENT,0.92,Akron Beacon Journal,673,29389,cand1327,-0.767,-0.425,-0.097,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,STATE REP,59,,OH,"BATCHELDER, WILLIAM",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 59 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH2908453,cand194291,0.772,,,200,95,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,STATE REP,75,,OH,"CLYDE, KATHLEEN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 75 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH142725,cand94829,-0.854,,,100,100,1,,,,303827,"clyde, kathleen",30637.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2012,STATE REP,34,,OH,"DEVITIS, ANTHONY",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 34 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH413917,cand95248,0.777,,,200,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,STATE REP,38,,OH,"KAPLAN, MICHAEL J.",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 38 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH413919,cand126806,-0.792,,,100,97,1,,,,317672,"kaplan, michael",25266.0,l,democrat,100,1,
OH,Akron Beacon Journal,134150,2012,STATE REP,36,,OH,"SCHMELZ, TOM",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 36 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,STATE REP,48,,OH,"SCHURING, KIRK",Republican,1,,,,STATE REPRESENTATIVE DISTRICT 48 ENDORSEMENT,0.9,Akron Beacon Journal,673,H8OH16066,cand56096,1.075,,,200,93,1,,,,179784,"schuring, kirk",33387.0,w,modernrepublican,100,1,
OH,Akron Beacon Journal,134150,2012,STATE REP,28,,OH,"SYKES, VERNON",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 28 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH2153,cand95164,-0.387,,,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT CLERK OF COURTS,,,OH,"HORRIGAN, DANIEL H.",,1,,,,SUMMIT CLERK OF COURTS ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT ENGINEER,,,OH,"ROBINSON, BRUCE L.",,1,,,,SUMMIT ENGINEER ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT EXECUTIVE,,,OH,"PRY, RUSS",Republican,1,,,,SUMMIT COUNTY EXECUTIVE ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT FISCAL OFFICER,,,OH,"SCALISE, KRISTEN M.",Democrat,1,,,,SUMMIT FISCAL OFFICER ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT PROSECUTOR,,,OH,"WALSH, BEVAN",Democrat,1,,,,SUMMIT PROSECUTOR ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUMMIT SHERIFF,,,OH,"BARRY, STEVE",Democrat,1,,,,SUMMIT SHERIFF ENDORSEMENT,0.85,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUPREME COURT,,,OH,"MCGEE BROWN, YVETTE",Democrat,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH412770,cand95210,-0.538,,,328,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUPREME COURT,,,OH,"O'DONNELL, TERRENCE",Democrat,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH137504,cand94735,0.875,,,328,97,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2012,SUPREME COURT,,,OH,"O'NEILL, WILLIAM M.",Democrat,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH19894980,cand194131,-0.829,,,328,80,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,ATTORNEY GENERAL,,,OH,"DEWINE, MIKE",Republican,1,,,,OHIO ATTORNEY GENERAL ENDORSEMENT,0.92,Akron Beacon Journal,673,15020,cand606,0.93,0.289,-0.418,200,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,AUDITOR,,,OH,"YOST, DAVE",Republican,1,,,,OHIO AUDITOR ENDORSEMENT,0.92,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,COURT OF APPEALS,9,,OH,"BELFOURE, EVE",Democrat,1,,,,OHIO 9TH DISTRICT COURT OF APPEALS JUDGE ENDORSEMENT,0.88,Akron Beacon Journal,673,OH133415,cand94660,-0.74,,,825,76,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,GOVERNOR,,,OH,"KASICH, JOHN",Republican,1,,,,GUBERNATORIAL ENDORSEMENT,0.92,Akron Beacon Journal,673,15030,cand616,0.853,0.314,0.013,200,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,H,16,,OH,"CROSSLAND, PETE",Democrat,1,,,,U.S. HOUSE DISTRICT 16 ENDORSEMENT,0.9,Akron Beacon Journal,673,H4OH16115,cand186769,-1.045,,,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,H,14,,OH,"WAGER, MICHAEL",Democrat,1,,,,U.S. HOUSE DISTRICT 14 ENDORSEMENT,0.9,Akron Beacon Journal,673,H4OH14102,cand131179,-0.741,,,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,SEC OF STATE,,,OH,"HUSTED, JON",Republican,1,,,,OHIO SECRETARY OF STATE ENDORSEMENT,0.92,Akron Beacon Journal,673,OH6605,cand95396,0.928,,,200,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,STATE BOARD OF ED,7,,OH,"SPENCER, DAVID A.",,1,,,,OHIO BOARD OF EDUCATION DISTRICT 7 ENDORSEMENT,0.88,Akron Beacon Journal,673,OH_c_14153,cand68981206,0.114,,,328,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,STATE REP,75,,OH,"CLYDE, KATHLEEN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 75 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH142725,cand94829,-0.854,,,100,100,1,,,,303827,"clyde, kathleen",16053.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2014,STATE REP,36,,OH,"DEVITIS, ANTHONY",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 36 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH413917,cand95248,0.777,,,200,100,1,,,,317669,"devitis, anthony",18822.0,w,modernrepublican,100,1,
OH,Akron Beacon Journal,134150,2014,STATE REP,35,,OH,"JOHNSON, GRETA",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 35 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH_c_14014,cand68977340,-0.741,,,100,100,1,,,,331664,"johnson, greta",11010.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2014,STATE REP,38,,OH,"SLABY, MARILYN",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 38 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH2850981,cand194274,1.027,,,200,100,1,,,,266889,"slaby, marilyn",5743.0,w,modernrepublican,100,1,
OH,Akron Beacon Journal,134150,2014,STATE REP,34,,OH,"SYKES, EMILIA",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 34 ENDORSEMENT,0.9,Akron Beacon Journal,673,22367,cand157321,-0.883,-0.315,0.14,100,100,1,,,,331662,"sykes, emilia",17299.0,w,democrat,100,1,
OH,Akron Beacon Journal,134150,2014,STATE REP,37,,OH,"WORTACH, DAVID",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 37 ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,181525,"worhatch, s. david",14234.0,l,democrat,81,0.7,
OH,Akron Beacon Journal,134150,2014,STATE SENATOR,27,,OH,"LAROSE, FRANK",Republican,1,,,,OHIO STATE SENATE DISTRICT 27 ENDORSEMENT,0.88,Akron Beacon Journal,673,OH3024523,cand194614,1.241,,,200,100,1,,,,303669,"larose, frank",6212.0,w,modernrepublican,100,1,
OH,Akron Beacon Journal,134150,2014,SUPREME COURT,,,OH,"KENNEDY, SHARON",Republican,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,OH1416519,cand126775,1.115,,,200,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,SUPREME COURT,,,OH,"O'DONNELL, JOHN P.",Democrat,1,,,,OHIO SUPREME COURT JUSTICE ENDORSEMENT,0.9,Akron Beacon Journal,673,,,,,,,,,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2014,TREASURER,,,OH,"PILLICH, CONNIE",Democrat,1,,,,OHIO TREASURER ENDORSEMENT,0.92,Akron Beacon Journal,673,H2OH01145,cand44035,-0.895,,,100,100,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2016,COURT OF APPEALS,9,,OH,"THEODOSIO, THOMAS A.",Democrat,1,,,,OHIO 9TH DISTRICT COURT OF APPEALS JUDGE ENDORSEMENT,0.88,Akron Beacon Journal,673,OH_c_14437,cand68977431,-0.728,,,100,96,1,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2016,PRESIDENT,,,OH,"CLINTON, HILLARY",Democrat,1,,,,PRESIDENTIAL ENDORSEMENT,0.92,Akron Beacon Journal,673,40105nominee,cand1572nominee,-1.058,-0.367,-0.243,100,82,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2016,SENATOR,,,OH,"PORTMAN, ROB",Republican,1,,,,U.S. SENATE ENDORSEMENT,0.92,Akron Beacon Journal,673,29386,cand1325,0.974,0.371,-0.208,200,72,0.7,,,,,,,,,,,
OH,Akron Beacon Journal,134150,2016,STATE REP,36,,OH,"DEVITIS, ANTHONY",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 36 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH413917,cand95248,0.777,,,200,100,1,,,,317669,"devitis, anthony",34718.0,w,republican,100,1,
OH,Akron Beacon Journal,134150,2016,STATE REP,35,,OH,"JOHNSON, GRETA",Democrat,1,,,,STATE REPRESENTATIVE DISTRICT 35 ENDORSEMENT,0.9,Akron Beacon Journal,673,OH_c_14014,cand68977340,-0.741,,,100,100,1,,,,331664,"johnson, greta",22997.0,w,democrat,100,1,
